id,text,text-markup,sentiment
34,"EU-Fahrzeug Ford Mondeo
Der günstigere Preis ist ausschließlich des Steuersatzes wegen günstiger. Das steht auf dem einen Blatt. Dass durchaus Dinge wie Wegfahrsperre oder ESP in bestimmten Ländern nicht zur Serie gehört und deswegen u. U. von vornherein nicht mit eingebaut wird, steht auf einem anderen Blatt - ist aber Fakt und lässt sich auch nicht wegreden  (allerdings ist der Mondi davon glaube ich nicht betroffen). Dafür haben diese Modelle dann andere Ausstattungen, die ein ''deutscher'' nicht hat - TFL, Allrad (Skandinavien), Regen- oder Lichtsensoren etc etc         Also bitte nicht Dinge miteinander verwechseln, die nix miteinander zu tun haben. . .         ~"," EU-Fahrzeug Ford Mondeo Der <LXA_POSSIBLE>g≈∏nstigere Preis</LXA_POSSIBLE> ist ausschlie<LXA_POSSIBLE>¬ßlich</LXA_POSSIBLE> des Steuersatzes wegen g≈∏nstiger. Das steht auf dem einen Blatt. Dass durchaus Dinge wie Wegfahrsperre oder ESP in <LXA_POSSIBLE>bestimmten L≈†ndern</LXA_POSSIBLE> nicht zur Serie geh≈°rt und deswegen u. U. von vornherein nicht mit eingebaut wird, steht auf einem <LXA_POSSIBLE>anderen Blatt</LXA_POSSIBLE> - ist aber Fakt und l≈†sst sich auch <LXA_POSSIBLE>nicht wegreden</LXA_POSSIBLE> (allerdings ist der Mondi davon glaube ich <LXA_HANDSCORE_POSITIVE>nicht betroffen</LXA_HANDSCORE_POSITIVE>). Daf≈∏r haben diese Modelle dann andere Ausstattungen, die ein ''deutscher'' nicht hat - TFL, Allrad (Skandinavien), Regen- oder Lichtsensoren etc etc Also bitte nicht Dinge <LXA_POSSIBLE>miteinander verwechseln</LXA_POSSIBLE>, die nix miteinander zu tun haben. . . ~",Neutral
35,"EU-Fahrzeug Ford Mondeo
nun ja, verstehe das rechtliche gezedere nicht so ganz. wenn ich in heinsberg einen wagen kaufe, gilt deutsches recht.         einzig, was blöd wäre: ich wohne zwar in der nähe von heinsberg, aber trotzdem fahre ich da immerhin mind. eine stunde hin. dagegen ist nur 10 minuten von mir entfernt ein ''echter'' fordhändler.         aber ob mir das der mehrpreis wert sein sollte?          "," EU-Fahrzeug Ford Mondeo nun ja, verstehe das rechtliche gezedere nicht so ganz. wenn ich in heinsberg einen wagen kaufe, gilt deutsches recht. einzig, was bl≈°d w≈†re: ich wohne zwar in der n≈†he von heinsberg, aber trotzdem fahre ich da immerhin mind. eine stunde hin. dagegen ist nur 10 minuten von mir entfernt ein ''echter'' fordh≈†ndler. aber ob mir das der mehrpreis wert sein sollte?",Neutral
36,"EU-Fahrzeug Ford Mondeo
Ja, das ist definitiv so. Und noch ein Preisvorteil: Falls du Wert auf das große Navi mit Bluetooth und Spracheingabe sowie Parksensoren legst - gibt es für ca. die Hälfte des Listenpreises beim Holland-Import. Mal die Sonderausstattungen anschauen! Ist übrigens nicht nur bei J&K, sondern auch bei R*** und diversen anderen Händlern im Angebot.         ~"," EU-Fahrzeug Ford Mondeo Ja, das ist definitiv so. Und noch ein Preisvorteil: Falls du Wert auf das gro¬ße Navi mit Bluetooth und Spracheingabe sowie Parksensoren legst - gibt es f≈∏r ca. die H≈†lfte des Listenpreises beim Holland-Import. Mal die Sonderausstattungen anschauen! Ist ≈∏brigens nicht nur bei J&K, sondern auch bei R*** und diversen anderen H≈†ndlern im Angebot. ~",Positive
37,"temperaturproblem
Lüfter lief, wenn der Stecker ab war, dann warst du am Sensor für das Steuergerät! Der Sensor für den Lüfter ist  unten im Thermostatgehäuse eingeschraubt! (siehe meine Homepage!)         Wenn die Anzeige nur etwas in den weißen Bereich klettert, ist ggf. das Thermostat defekt.         Wenn es nach längerer Fahrt mit laufender Innenraumlüftung verbrannt riecht, dann schau dir den Widerstand für das Lüftungsgebläse im Beifahrerfussraum an! Da verbrennt gerne der Stecker. (Rep. Anleutung auf meiner Homepage!)         Dein Mondeo ist ein MK. II, der wiederrum ''nur'' ein Facelift vom MK. I, mit einigen Verbesserungen, ist. Das betreffende Unterforum:  Link ins MK. I/II Forum          MfG"," <LXA_POSSIBLE>temperaturproblem L≈∏fter</LXA_POSSIBLE> lief, wenn der Stecker ab war, dann warst du am Sensor f≈∏r das Steuerger≈†t! Der Sensor f≈∏r den L≈∏fter ist unten im Thermostatgeh≈†use eingeschraubt! (siehe meine Homepage!) Wenn die Anzeige nur etwas in den wei¬ßen Bereich klettert, ist ggf. das Thermostat defekt. Wenn es nach <LXA_POSSIBLE>l≈†ngerer Fahrt</LXA_POSSIBLE> mit <LXA_POSSIBLE>laufender Innenrauml≈∏ftung</LXA_POSSIBLE> verbrannt riecht, dann schau dir den Widerstand f≈∏r das L≈∏ftungsgebl≈†se im Beifahrerfussraum an! Da verbrennt gerne der Stecker. (Rep. Anleutung auf <LXA_POSSIBLE>meiner Homepage</LXA_POSSIBLE>!) Dein Mondeo ist ein MK. II, der wiederrum ''nur'' ein Facelift vom MK. I, mit einigen Verbesserungen, ist. Das <LXA_POSSIBLE>betreffende Unterforum</LXA_POSSIBLE>: Link ins MK. I/II Forum MfG",Neutral
38,"TDCI Automatik geht während der Fahrt aus
Moin!    Wer von euch hat ähnliche Erfahrungen gemacht und kennt mögliche Ursachen?         Mein Mondeo TDCI , BJ. 2004 ( Streckenfahrzeug, 96TKM, frisch inspiziert, alle Filter, Öle usw. gewechselt ) hat ein Problem mit dem klassischen Vorführeffekt, nach kurzer Autobahnfahrt geht der Motor aus, die Motorkontrollleuchte springt an, nach dem man angehalten ist und neu startet ist dann wieder alles schön und der Wagen fährt normal weiter.    Der Fehlerspeicher wußte nichts zu vermelden und man gibt sich werktstatttechnisch hilflos, eben weil der Fehler nicht reproduzierbar ist.         Hat jemand ähnliche Erfahrungen gemacht?         Gruß von der Elbe"," TDCI Automatik geht w≈†hrend der Fahrt aus Moin! Wer von euch hat <LXA_POSSIBLE>≈†hnliche Erfahrungen</LXA_POSSIBLE> gemacht und kennt <LXA_POSSIBLE>m≈°gliche Ursachen</LXA_POSSIBLE>? Mein Mondeo TDCI , BJ. 2004 ( Streckenfahrzeug, 96TKM, <LXA_POSSIBLE>frisch inspiziert</LXA_POSSIBLE>, alle Filter, ‚Ä¶le usw. gewechselt ) hat ein Problem mit dem <LXA_POSSIBLE>klassischen Vorf≈∏hreffekt</LXA_POSSIBLE>, nach <LXA_POSSIBLE>kurzer Autobahnfahrt</LXA_POSSIBLE> geht der Motor aus, die Motorkontrollleuchte springt an, nach dem man angehalten ist und neu startet ist dann wieder alles sch≈°n und der Wagen f≈†hrt normal weiter. Der Fehlerspeicher wu¬ßte nichts zu vermelden und man gibt sich werktstatttechnisch hilflos, eben weil der Fehler nicht reproduzierbar ist. Hat jemand <LXA_POSSIBLE>≈†hnliche Erfahrungen</LXA_POSSIBLE> gemacht? Gru¬ß von der Elbe",Neutral
39,"Mondeo, Focus, Fiesta teile
Mondeo, Focus, Fiesta teile. . . .                       Diese Maske bitte unbedingt ausfüllen!   Titel: Einpaar teile für Ford pkw-s Preis(in Euro): Steht unten Anbieter: mondeo_slowenien Kontakt:  jurcek20@gmail. com  Telefonnummer:/ Artikelstandort: slowenien Artikel kann abgeholt werden: JA Versand möglich: JA Zustand des Artikels (neu / gebraucht): Wenn Gebraucht, Zustand nach Schulnoten (1-6): Passend für welches Model: Ausführliche Beschreibung zum Artikel:   ich muss platz machen also verkaufe ich einpaar teile, weil ich jetzt einen Cougar fahre:   Focus Futura Schlatknauf 15EUR(incl. versand)   Mondeo Leder Handy Konsole 40EUR(incl. versand)   Orig. Ford Puma distanzscheiben 10mm NEU!! 45EUR(incl. versand)   Mondeo MK2 Minichamps Stfufenheck 1:43 WIE NEU 30EUR(incl. versand)   Fiesta MK4/5 MHW weisse rückleuchten 40EUR(incl. versand)   Wenn jemand interesse hat, kann sich per email oder PN melden und wir besprechen alles auch um die Preise kann man es noch was sagen.   Wenn ich noch was finde stehle ich es hier ein."," Mondeo, Focus, Fiesta teile Mondeo, Focus, Fiesta teile. . . . Diese Maske bitte <LXA_POSSIBLE>unbedingt ausf≈∏llen</LXA_POSSIBLE>! Titel: Einpaar teile f≈∏r Ford pkw-s Preis(in Euro): Steht <LXA_POSSIBLE>unten Anbieter</LXA_POSSIBLE>: <LXA_POSSIBLE>mondeo_slowenien Kontakt</LXA_POSSIBLE>: jurcek20@gmail. <LXA_POSSIBLE>com Telefonnummer</LXA_POSSIBLE>:/ Artikelstandort: <LXA_POSSIBLE>slowenien Artikel</LXA_POSSIBLE> kann abgeholt werden: JA Versand m≈°glich: JA Zustand des Artikels (neu / gebraucht): Wenn Gebraucht, Zustand nach Schulnoten (1-6): Passend f≈∏r welches Model: <LXA_POSSIBLE>Ausf≈∏hrliche Beschreibung</LXA_POSSIBLE> zum Artikel: ich muss platz machen also verkaufe ich einpaar teile, weil ich jetzt einen Cougar fahre: Focus Futura Schlatknauf 15EUR(incl. versand) Mondeo Leder Handy Konsole 40EUR(incl. versand) Orig. Ford Puma distanzscheiben 10mm NEU!! 45EUR(incl. versand) Mondeo MK2 Minichamps Stfufenheck 1:43 WIE NEU 30EUR(incl. versand) Fiesta MK4/5 MHW weisse r≈∏ckleuchten 40EUR(incl. versand) Wenn jemand interesse hat, kann sich per email oder PN melden und wir besprechen alles auch um die Preise kann man es noch was sagen. Wenn ich noch was finde stehle ich es hier ein.",Neutral
40,"BILDBAND &     UMBAUTEN ZUM KOMMENTIEREN &     FACHSIMPELN - TUNING MONDEO ALLGEMEIN
Zitat:     Zitat von  *Fak3*      @mustangsvt Danke, werde ich bei Bedarf machen     @Red Skorpion Seitenblinker würde ich mir wenn dann in schwarz kaufen, leider hat Fox-Design die nicht     Hier sind schwarze Seitenblinker von Bex-Car-Parts        Die sehen auch sehr gut aus, sind nur nicht glatt, wie die klaren.      Bei den Rückleuchten ist das so ne Sache. . . du meinst warscheinlich die Rückleuchten?  Klick        die gibt es auch mit Chromhintergrund, sehen damit besser aus(finde ich)      Gefällt mir leider nicht  Komplett schwarz getönt wie sie auch ein User hier im Forum hat mit nem silbernem MK2 gefallen mir. Diese haben aber keine Zulassung glaube ich.   Klick In etwa sollten die so aussehen, sind nun leider für den MKI und haben auch keine Zulassung.       das stimmt, die haben keine Freigabe, weil es originale Leuchten sind, die nachträglich lasiert wurden, also somit die originale E-Nummer ihre Gültigkeit verloren hat.    Gruß     Einfach weiter suchen, dann wirst du schon was finden.   Hast du schon hier reingeschaut:     Tuningfirmen für Ford Mondeo"," BILDBAND & UMBAUTEN ZUM KOMMENTIEREN & FACHSIMPELN - TUNING MONDEO ALLGEMEIN Zitat: Zitat von *Fak3* @mustangsvt Danke, werde ich bei Bedarf machen @Red Skorpion Seitenblinker w≈∏rde ich mir wenn dann in <LXA_POSSIBLE>schwarz kaufen</LXA_POSSIBLE>, leider hat Fox-Design die nicht Hier sind <LXA_POSSIBLE>schwarze Seitenblinker</LXA_POSSIBLE> von Bex-Car-Parts Die sehen auch sehr gut aus, sind nur <LXA_POSSIBLE>nicht glatt</LXA_POSSIBLE>, wie die klaren. Bei den R≈∏ckleuchten ist das so ne Sache. . . du meinst warscheinlich die R≈∏ckleuchten? Klick die gibt es auch mit Chromhintergrund, sehen damit besser aus(finde ich) Gef≈†llt mir leider nicht Komplett <LXA_POSSIBLE>schwarz get≈°nt</LXA_POSSIBLE> wie sie auch ein User hier im Forum hat mit <LXA_POSSIBLE>nem silbernem</LXA_POSSIBLE> MK2 gefallen mir. Diese haben aber keine Zulassung glaube ich. Klick In etwa sollten die so aussehen, sind nun leider f≈∏r den MKI und haben auch keine Zulassung. das stimmt, die haben keine Freigabe, weil es <LXA_POSSIBLE>originale Leuchten</LXA_POSSIBLE> sind, die <LXA_POSSIBLE>nachtr≈†glich lasiert</LXA_POSSIBLE> wurden, also somit die <LXA_POSSIBLE>originale E</LXA_POSSIBLE>-Nummer ihre G≈∏ltigkeit verloren hat. Gru¬ß Einfach weiter suchen, dann wirst du schon was finden. Hast du schon hier reingeschaut: Tuningfirmen f≈∏r Ford Mondeo",Positive
41,"BILDBAND &     UMBAUTEN ZUM KOMMENTIEREN &     FACHSIMPELN - TUNING MONDEO ALLGEMEIN
Zitat:     Zitat von  *Fak3*       Gefällt mir leider nicht  Komplett schwarz getönt wie sie auch ein User hier im Forum hat mit nem silbernem MK2 gefallen mir. Diese haben aber keine Zulassung glaube ich.   Klick In etwa sollten die so aussehen, sind nun leider für den MKI und haben auch keine Zulassung.   Gruß     öhm redet ihr zufällig über meinen schatz lat tüv und rennleitung gibs keine bedenken die hatten zwar gemeint das die anders aussehen als normal aber dennoch nur ein kleinen unterschied machen zu den originalen also alle funktionen und helligkeit ist in deren toleranz soweit ich weiss sind die 2004 lasiert worden und mittlerweile damit 3mal durch den tüv 2004,2006,2008 demnach zulässig glaube aber beim kauf des vorgängers mitbekommen zu haben dass diese fachmännisch lasiert wurden also durch ne lackiererei glaube hatte auch mal die rechnung davon   peace"," BILDBAND & UMBAUTEN ZUM KOMMENTIEREN & FACHSIMPELN - TUNING MONDEO ALLGEMEIN Zitat: Zitat von *Fak3* Gef≈†llt mir leider nicht Komplett <LXA_POSSIBLE>schwarz get≈°nt</LXA_POSSIBLE> wie sie auch ein User hier im Forum hat mit <LXA_POSSIBLE>nem silbernem</LXA_POSSIBLE> MK2 gefallen mir. Diese haben aber keine Zulassung glaube ich. Klick In etwa sollten die so aussehen, sind nun leider f≈∏r den MKI und haben auch keine Zulassung. Gru¬ß ≈°hm redet ihr zuf≈†llig ≈∏ber meinen schatz lat t≈∏v und rennleitung gibs keine bedenken die hatten <LXA_POSSIBLE>zwar gemeint</LXA_POSSIBLE> das die <LXA_INTERNAL_NEGATIVE>anders aussehen</LXA_INTERNAL_NEGATIVE> als normal aber dennoch nur ein <LXA_POSSIBLE>kleinen unterschied</LXA_POSSIBLE> machen zu den originalen <LXA_POSSIBLE>also alle</LXA_POSSIBLE> funktionen und helligkeit ist in deren toleranz soweit ich weiss sind die 2004 lasiert worden und mittlerweile damit 3mal durch den t≈∏v 2004,2006,2008 demnach zul≈†ssig glaube aber beim kauf des <LXA_POSSIBLE>vorg≈†ngers mitbekommen</LXA_POSSIBLE> zu haben dass diese <LXA_POSSIBLE>fachm≈†nnisch lasiert</LXA_POSSIBLE> wurden also durch ne lackiererei glaube hatte auch mal die rechnung davon peace",Neutral
42,"guter Preis, aber hässliche Lackschäden
also auf der sichersten Seite bist du wenn du die Tage nochmal zum Händler gehst und dir den Wagen nimmst damit zum TüV, Dekra ect. . . glaube die nehmen ca 30€ fürs nachschauen. . . . . danach kannste ruhig Schlafen bis du den wagen dann ausgehändigt bekommst. . . . ach ja beim Vertrag drauf achten, dass da nirgends was von Defekt oder Bastlerfahrzeug steht. . . und n Firmennamen/Stempel von der Werkstatt, keine Privatperson als Verkäufer. . . . . . . dann haste 1 Jahr Garantie.              Bin zu meinem Mondeo extrem günstig genau wie du gekommen. . . . Händler hatte grad ne komplette Flotte Firmenwagen rein bekommen. . . alle in optisch recht bescheidenen Zustand. . . aber da es es Arbeitsgeräte waren, alle top lückenlos gewartet.    Ach ja in meinem Kaufvertrag stand zum Schluß Defekt drinne (was er aber nicht war/ist). . . damit der Händler mit keine Garantie geben muß. . . . aber dafür war der Preis natürlich nochmals deutlich günstiger. . . aber n Laien würd ich diese Praxis nicht empfehlen.                         "," <LXA_POSSIBLE>guter Preis</LXA_POSSIBLE>, aber <LXA_POSSIBLE>h≈†ssliche Lacksch≈†den</LXA_POSSIBLE> also auf der <LXA_POSSIBLE>sichersten Seite</LXA_POSSIBLE> bist du wenn du die Tage nochmal zum H≈†ndler gehst und dir den Wagen nimmst damit zum T≈∏V, Dekra ect. . . glaube die nehmen ca 30√õ <LXA_POSSIBLE>f≈∏rs nachschauen</LXA_POSSIBLE>. . . . . danach kannste ruhig Schlafen bis du den wagen <LXA_POSSIBLE>dann ausgeh≈†ndigt</LXA_POSSIBLE> bekommst. . . . ach ja beim Vertrag drauf achten, dass da nirgends was von Defekt oder Bastlerfahrzeug steht. . . und n Firmennamen/Stempel von der Werkstatt, keine Privatperson als Verk≈†ufer. . . . . . . dann haste 1 Jahr Garantie. Bin zu meinem Mondeo extrem g≈∏nstig genau wie du gekommen. . . . H≈†ndler hatte grad ne <LXA_POSSIBLE>komplette Flotte</LXA_POSSIBLE> Firmenwagen <LXA_POSSIBLE>rein bekommen</LXA_POSSIBLE>. . . alle in optisch recht <LXA_POSSIBLE>bescheidenen Zustand</LXA_POSSIBLE>. . . aber da es es Arbeitsger≈†te waren, alle top <LXA_POSSIBLE>l≈∏ckenlos gewartet</LXA_POSSIBLE>. Ach ja in meinem Kaufvertrag stand zum Schlu¬ß Defekt drinne (was er aber nicht war/ist). . . damit der H≈†ndler mit keine Garantie geben <LXA_POSSIBLE>mu¬ß</LXA_POSSIBLE>. . . . aber daf≈∏r war der Preis nat≈∏rlich nochmals deutlich g≈∏nstiger. . . aber n Laien w≈∏rd ich diese Praxis <LXA_POSSIBLE>nicht empfehlen</LXA_POSSIBLE>.",Neutral
43,"Ruckelt bei niedrigen Drehzahlen !
Zitat:     Original geschrieben von Sir Donald     Nur haben die Wenigsten Zugriff auf aktuelle Freigaben sondern nur die Angaben aus dem Handbuch.    Das aktuelle 5W30 wäre auch nicht unbedingt das Problem wenn es nicht das A1/B1 wäre und selbst in Motoren geschüttet wird die vor dem erstellen dieser Norm gebaut wurden wo doch überall zu lesen ist das man Öle mit abgesenktem HTHS-Wert nur verwenden soll wenn der Motor ausdrücklich dafür ausgelegt wurde.        Zitat:     Original geschrieben von Sir Donald      Zitat:    Man sollte sich auf den neusten Stand der Dinge bringen     Das sag mal denen die heute noch glauben das 10/15W40 gut genug sind.     genau so ist es, der Stand der Dinge ändert sich im Laufe der Zeit und beim Sammeln von Erfahrungen. Dazu gibt es dann Rundschreiben, die jede Fordwerkstatt bekommt, und um beim Öl zu bleiben, bedeutet das die Änderung auf 5W30 nach A1 bei allen Benzinmotoren. Das geschieht nicht, um den Kunden mit minderwertigem Öl zu ärgern, sondern damit die Motoren wieder vernünftig laufen, und Ford nicht mit Kulanz und Garantiefällen überhäuft wird. Ford schadet sich nicht selber, in dem es den Kunden ein minderwertiges oder gar falsches Öl ein füllt.    Das ein Bordbuch nach Jahren nicht auf den aktuellen Stand ist, dürfte einleuchten!!!         Ich habe dieses 5W30 nach A1l jahrelang gefahren, teilweise mit Wohnwagen am Haken. Keinerlei Probleme, nicht den geringsten Ölschlamm, null (0,5 l/15. 000km) Ölverbrauch.         Meinem Vater füllt die Werkstatt in seinem Passat nix anderes als 10W40, und das schon über 200. 000 km ohne Probleme, vom deftigen Ölverbrauch mal abgesehen, was nicht am Öl liegt, es sind die Ventilschaftdichtungen.         Im Grunde ist es eine Glaubensfrage, manche wollen sparen, und füllen das billigste vom Baumarkt ein, anderen ist das teuerste Vollsynthetik gerade gut genug (ich nun auch), und das in einem Allerweltspopelmotor von Ford. Das 5W30 nach A1 als schlechtes Öl zu bezeichnen entbehrt jeglicher Grundlage, es ist nur nicht für jeden Motor geeignet, der Mondeo verträgt es klaglos. Wer meint und will, kann ja ausweichen, es gibt ja Alternativen nach A3, die hier schon mehrfach genannt wurden. Nur sollte das nicht als die Bibel hingestellt werden.         Gruss         Michael          "," Ruckelt bei <LXA_INTERNAL_POSITIVE>niedrigen Drehzahlen</LXA_INTERNAL_POSITIVE> ! Zitat: Original geschrieben von Sir Donald Nur haben die Wenigsten Zugriff auf <LXA_POSSIBLE>aktuelle Freigaben</LXA_POSSIBLE> sondern nur die Angaben aus dem Handbuch. Das aktuelle 5W30 w≈†re auch nicht unbedingt das Problem wenn es nicht das A1/B1 w≈†re und selbst in Motoren gesch≈∏ttet wird die vor dem erstellen dieser Norm gebaut wurden wo doch ≈∏berall zu lesen ist das man ‚Ä¶le mit <LXA_POSSIBLE>abgesenktem HTHS</LXA_POSSIBLE>-Wert <LXA_POSSIBLE>nur verwenden</LXA_POSSIBLE> soll wenn der Motor ausdr≈∏cklich <LXA_POSSIBLE>daf≈∏r ausgelegt</LXA_POSSIBLE> wurde. Zitat: Original geschrieben von Sir Donald Zitat: Man sollte sich auf den <LXA_POSSIBLE>neusten Stand</LXA_POSSIBLE> der Dinge bringen Das sag mal denen die heute noch glauben das 10/15W40 gut genug sind. genau so ist es, der Stand der Dinge ≈†ndert sich im Laufe der Zeit und beim Sammeln von Erfahrungen. Dazu gibt es dann Rundschreiben, die <LXA_POSSIBLE>jede Fordwerkstatt</LXA_POSSIBLE> bekommt, und um beim ‚Ä¶l zu bleiben, bedeutet das die ‚Ç¨nderung auf 5W30 nach A1 bei <LXA_POSSIBLE>allen Benzinmotoren</LXA_POSSIBLE>. Das geschieht nicht, um den Kunden mit minderwertigem ‚Ä¶l zu ≈†rgern, sondern damit die Motoren wieder <LXA_POSSIBLE>vern≈∏nftig laufen</LXA_POSSIBLE>, und Ford nicht mit Kulanz und Garantief≈†llen ≈∏berh≈†uft wird. Ford schadet sich nicht selber, in dem es den Kunden ein minderwertiges oder <LXA_POSSIBLE>gar falsches</LXA_POSSIBLE> ‚Ä¶l ein f≈∏llt. Das ein Bordbuch nach Jahren nicht auf den <LXA_INTERNAL_POSITIVE>aktuellen Stand</LXA_INTERNAL_POSITIVE> ist, d≈∏rfte einleuchten!!! Ich habe dieses 5W30 nach A1l <LXA_POSSIBLE>jahrelang gefahren</LXA_POSSIBLE>, teilweise mit Wohnwagen am Haken. Keinerlei Probleme, nicht den geringsten ‚Ä¶lschlamm, null (0,5 l/15. 000km) ‚Ä¶lverbrauch. <LXA_POSSIBLE>Meinem Vater</LXA_POSSIBLE> f≈∏llt die Werkstatt in seinem Passat nix anderes als 10W40, und das schon ≈∏ber 200. 000 km ohne Probleme, vom deftigen ‚Ä¶lverbrauch <LXA_POSSIBLE>mal abgesehen</LXA_POSSIBLE>, was nicht am ‚Ä¶l liegt, es sind die Ventilschaftdichtungen. Im Grunde ist es eine Glaubensfrage, manche wollen sparen, und f≈∏llen das billigste vom Baumarkt ein, anderen ist das <LXA_POSSIBLE>teuerste Vollsynthetik</LXA_POSSIBLE> gerade gut genug (ich nun auch), und das in einem Allerweltspopelmotor von Ford. Das 5W30 nach A1 als schlechtes ‚Ä¶l zu bezeichnen entbehrt <LXA_POSSIBLE>jeglicher Grundlage</LXA_POSSIBLE>, es ist nur nicht f≈∏r <LXA_POSSIBLE>jeden Motor</LXA_POSSIBLE> geeignet, der Mondeo vertr≈†gt es klaglos. Wer meint und will, kann <LXA_POSSIBLE>ja ausweichen</LXA_POSSIBLE>, es gibt ja Alternativen nach A3, die hier schon <LXA_POSSIBLE>mehrfach genannt</LXA_POSSIBLE> wurden. Nur sollte das nicht als die Bibel hingestellt werden. Gruss Michael",Neutral
